Case Number,Year,Type,time,Country,Activity,sex,age,fatal
2009.01.06,2009.0,Unprovoked,Afternoon,NEW ZEALAND,Swimming,M,49.0,N
2009.01.00,2009.0,Unprovoked,,CUBA,Spearfishing,,,N
2008.12.30,2008.0,Invalid,Morning,AUSTRALIA,Crabbing,,,
2008.12.27.d,2008.0,Boating,,AUSTRALIA,,,,N
2008.12.27.c,2008.0,Unprovoked,,AUSTRALIA,Boarding,M,10.0,N
2008.12.27.b,2008.0,Boating,Morning,AUSTRALIA,Kayaking,M,29.0,N
2008.12.27.a,2008.0,Unprovoked,Morning,AUSTRALIA,Snorkeling,M,51.0,Y
2008.12.20,2008.0,Boating,Afternoon,USA,Kayaking,M,,N
2008.12.14,2008.0,Unprovoked,,NEW ZEALAND,Fishing,M,,N
2008.12.10,2008.0,Provoked,Night,SOUTH AFRICA,Fishing,M,15.0,N
2008.12.06,2008.0,Boating,Morning,AUSTRALIA,Fishing,,,N
2008.12.00,2008.0,Unprovoked,,MOZAMBIQUE,Spearfishing,M,,Y
2008.11.28,2008.0,Unprovoked,Morning,EGYPT,diving,F,,N
2008.11.25,2008.0,Sea Disaster,,PHILIPPINES,Sinking,M,,N
2008.11.24,2008.0,Unprovoked,,ECUADOR,,F,,N
2008.11.09.b,2008.0,Boating,,AUSTRALIA,Fishing,M,,N
2008.11.09.a,2008.0,Sea Disaster,,TAIWAN,Fishing,M,45.0,Y
2008.11.06,2008.0,Unprovoked,Morning,PHILIPPINES,Fishing,M,39.0,Y
2008.10.22,2008.0,Provoked,Afternoon,AUSTRALIA,diving,M,34.0,N
2008.10.21,2008.0,Unprovoked,Morning,NEW CALEDONIA,Spearfishing,M,24.0,N
2008.10.12,2008.0,Provoked,,AUSTRALIA,Fishing,M,50.0,N
2008.10.11,2008.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,15.0,N
2008.10.08,2008.0,Unprovoked,Afternoon,USA,Fishing,M,11.0,N
2008.10.06,2008.0,Unprovoked,Afternoon,CROATIA,Spearfishing,M,43.0,N
2008.09.28.b,2008.0,Unprovoked,Morning,USA,Surfing,M,44.0,N
2008.09.28.a,2008.0,Unprovoked,Morning,USA,Surfing,M,40.0,N
2008.09.15,2008.0,Provoked,Afternoon,AUSTRALIA,Swimming,M,43.0,N
2008.09.14,2008.0,Unprovoked,Afternoon,USA,Swimming,M,32.0,N
2008.09.09,2008.0,Unprovoked,Afternoon,USA,Surfing,M,40.0,N
2008.09.08,2008.0,Unprovoked,Morning,USA,Surfing,M,,N
2008.09.07,2008.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,51.0,N
2008.09.06.b,2008.0,Unprovoked,Afternoon,USA,Surfing,M,43.0,N
2008.09.06.a,2008.0,Unprovoked,Afternoon,USA,Surfing,M,15.0,N
2008.09.01,2008.0,Unprovoked,Morning,USA,Surfing,M,52.0,N
2008.09.00,2008.0,Unprovoked,Morning,USA,Surfing,M,,N
2008.08.30.c,2008.0,Unprovoked,,AUSTRALIA,Surfing,M,29.0,N
2008.08.30.b,2008.0,Invalid,Afternoon,USA,Swimming,M,27.0,
2008.08.30.a,2008.0,Provoked,,ENGLAND,Fishing,M,52.0,N
2008.08.28,2008.0,Unprovoked,Afternoon,USA,Surfing,M,19.0,N
2008.08.27,2008.0,Unprovoked,Morning,USA,Surfing,M,26.0,N
2008.08.24,2008.0,Unprovoked,Afternoon,USA,towing,M,20.0,N
2008.08.22,2008.0,Invalid,Afternoon,USA,Surfing,F,20.0,
2008.08.20,2008.0,Unprovoked,Afternoon,USA,Swimming,M,47.0,N
2008.08.18,2008.0,Invalid,,USA,,M,7.0,
2008.08.16,2008.0,Unprovoked,Night,USA,Treading,F,38.0,N
2008.08.12,2008.0,Unprovoked,Afternoon,USA,Wading,F,13.0,N
2008.08.11,2008.0,Unprovoked,Afternoon,USA,Diving,M,,N
2008.07.30.R,2008.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,31.0,N
2008.07.30,2008.0,Unprovoked,,SOUTH AFRICA,,M,,N
2008.07.27,2008.0,Unprovoked,Afternoon,PANAMA,Swimming,M,,N
2008.07.26.b,2008.0,Unprovoked,,MEXICO,Swimming,M,33.0,N
2008.07.26.a,2008.0,Unprovoked,Afternoon,USA,Swimming,M,,N
2008.07.25.b,2008.0,Unprovoked,Morning,USA,Surfing,M,17.0,N
2008.07.25.a,2008.0,Unprovoked,Morning,USA,Snorkeling,F,44.0,N
2008.07.24.b,2008.0,Unprovoked,,USA,Wading,M,9.0,N
2008.07.24.a,2008.0,Unprovoked,Afternoon,USA,Wading,F,8.0,N
2008.07.23,2008.0,Provoked,Afternoon,USA,Surfing,M,15.0,N
2008.07.19,2008.0,Unprovoked,Afternoon,USA,Wading,M,16.0,N
2008.07.18,2008.0,Unprovoked,,EGYPT,Diving,M,,N
2008.07.13,2008.0,Invalid,,USA,surfing,M,52.0,
2008.07.11,2008.0,Unprovoked,Afternoon,USA,Surfing,M,24.0,N
2008.07.09,2008.0,Unprovoked,Afternoon,USA,Swimming,F,14.0,N
2008.07.05,2008.0,Unprovoked,Afternoon,USA,,F,17.0,N
2008.07.00,2008.0,Boating,,UNITED KINGDOM,Rowing,M,16.0,N
2008.06.28.c,2008.0,Invalid,Afternoon,USA,Wading,M,53.0,
2008.06.28.b,2008.0,Unprovoked,Morning,BAHAMAS,Spearfishing,M,42.0,N
2008.06.28.a,2008.0,Unprovoked,Afternoon,SOUTH AFRICA,skiing,M,46.0,N
2008.06.26.R,2008.0,Unprovoked,,SOUTH AFRICA,Spearfishing,M,,N
2008.06.26.b,2008.0,Unprovoked,Afternoon,USA,Surfing,M,29.0,N
2008.06.26.a,2008.0,Unprovoked,Morning,USA,Swimming,M,37.0,N
2008.06.24,2008.0,Unprovoked,Morning,BRAZIL,Surfing,M,,N
2008.06.21,2008.0,Boating,Morning,USA,Kayaking,F,40.0,N
2008.06.20,2008.0,Unprovoked,Morning,USA,Wading,F,35.0,N
2008.06.11,2008.0,Unprovoked,,BRAZIL,Surfing,M,14.0,N
2008.06.07,2008.0,Unprovoked,,USA,surfing,M,40.0,N
2008.06.02.R,2008.0,Boating,,SCOTLAND,Fishing,,,N
2008.06.01.b,2008.0,Unprovoked,Afternoon,USA,surfing,F,15.0,N
2008.06.01.a,2008.0,Unprovoked,Afternoon,BRAZIL,Swimming,M,14.0,N
2008.05.26,2008.0,Unprovoked,Afternoon,USA,Surfing,M,9.0,N
2008.05.24.b,2008.0,Sea Disaster,,BAHAMAS,,M,,N
2008.05.24.a,2008.0,Unprovoked,Morning,MEXICO,Surfing,M,49.0,N
2008.05.23,2008.0,Unprovoked,,MEXICO,Surfing,M,21.0,Y
2008.05.14,2008.0,Unprovoked,Night,FIJI,diving,M,28.0,Y
2008.05.10,2008.0,Unprovoked,Morning,AUSTRALIA,Swimming,M,37.0,N
2008.05.07.b,2008.0,Unprovoked,Afternoon,NEW CALEDONIA,Fishing,M,40.0,N
2008.05.07.a,2008.0,Unprovoked,Morning,USA,Wading,M,6.0,N
2008.05.01,2008.0,Provoked,,SOUTH AFRICA,Fishing,M,24.0,N
2008.04.28.b,2008.0,Unprovoked,Afternoon,MEXICO,Surfing,M,24.0,Y
2008.04.28.a,2008.0,Unprovoked,Morning,USA,Surfing,M,18.0,N
2008.04.27,2008.0,Unprovoked,Morning,USA,Surfing,M,24.0,N
2008.04.26.b,2008.0,Unprovoked,Morning,NEW CALEDONIA,Swimming,M,32.0,N
2008.04.26.a,2008.0,Provoked,Morning,USA,Surfing,M,21.0,N
2008.04.25,2008.0,Unprovoked,Morning,USA,Swimming,M,66.0,Y
2008.04.20.b,2008.0,Unprovoked,Morning,USA,Surfing,M,14.0,N
2008.04.20.a,2008.0,Unprovoked,,AUSTRALIA,,M,,UNKNOWN
2008.04.19.R,2008.0,Invalid,,SOUTH AFRICA,Free-diving,M,,
2008.04.18,2008.0,Invalid,Afternoon,MEXICO,Swimming,M,32.0,
2008.04.17,2008.0,Invalid,Morning,AUSTRALIA,Surfing,M,19.0,
2008.04.15,2008.0,Unprovoked,Afternoon,USA,Surfing,M,30.0,N
2008.04.09.R,2008.0,Unprovoked,,FIJI,Spearfishing,M,,N
2008.03.25,2008.0,Unprovoked,,USA,Wading,M,15.0,N
2008.04.08.R,2008.0,Unprovoked,,USA,Surfing,,,N
2008.04.08,2008.0,Unprovoked,Morning,AUSTRALIA,boarding,M,16.0,Y
2008.04.03,2008.0,Unprovoked,Afternoon,USA,Walking,M,18.0,N
2008.03.28.c,2008.0,Unprovoked,,SOUTH AFRICA,Fishing,M,39.0,N
2008.03.28.b,2008.0,Unprovoked,Afternoon,USA,Surfing,M,52.0,N
2008.03.28.a,2008.0,Unprovoked,,USA,Boarding,M,,N
2008.03.23,2008.0,Unprovoked,Morning,USA,Walking,M,13.0,N
2008.03.21,2008.0,Unprovoked,Afternoon,USA,Wading,M,14.0,N
2008.03.15,2008.0,Unprovoked,Afternoon,USA,skiing,M,8.0,N
2008.03.07,2008.0,Unprovoked,Morning,USA,Surfing,M,27.0,N
2008.02.24,2008.0,Unprovoked,Morning,BAHAMAS,Diving,M,49.0,Y
2008.02.21.R,2008.0,Unprovoked,,FRENCH POLYNESIA,Spearfishing,M,26.0,N
2008.02.15,2008.0,Unprovoked,Afternoon,USA,Surfing,M,25.0,N
2008.02.07,2008.0,Unprovoked,,AUSTRALIA,Surfing,F,14.0,N
2008.02.06,2008.0,Unprovoked,,USA,Surf-skiing,M,,N
2008.01.30,2008.0,Provoked,,JAPAN,Diving,M,,
2008.01.29,2008.0,Unprovoked,,SOUTH AFRICA,Surf-skiing,M,42.0,N
2008.01.27,2008.0,Provoked,Morning,AUSTRALIA,attempting,M,20.0,N
2008.01.19.R,2008.0,Invalid,,NEW ZEALAND,Wading,M,,
2008.01.14,2008.0,Boat,Afternoon,NEW ZEALAND,Attempting,,,N
2008.01.10,2008.0,Unprovoked,,USA,Surfing,M,20.0,N
2008.00.00.b,2008.0,Provoked,,USA,Fishing,M,,N
2008.00.00.a,2008.0,Unprovoked,,MEXICO,Surfing,M,26.0,N
2007.12.21,2007.0,Unprovoked,,ECUADOR,Surfing,M,24.0,N
2007.12.19,2007.0,Invalid,,BRITISH VIRGIN ISLANDS,diving,M,53.0,
2007.12.18,2007.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,31.0,N
2007.12.15,2007.0,Unprovoked,,AUSTRALIA,Swimming,M,,N
2007.12.14,2007.0,Invalid,Night,AUSTRALIA,Swimming,M,34.0,
2007.12.10,2007.0,Unprovoked,"""Just before 11h00""",USA,Surfing,M,52.0,N
2007.12.09,2007.0,Unprovoked,,NEW ZEALAND,Surfing,F,,N
2007.12.07,2007.0,Unprovoked,,BRAZIL,Removing,M,28.0,N
2007.11.18,2007.0,Provoked,,AUSTRALIA,Fishing,M,32.0,N
2007.11.08,2007.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,,N
2007.11.07,2007.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,14.0,N
2007.11.06,2007.0,Unprovoked,Morning,USA,Surfing,M,21.0,N
2007.11.04,2007.0,Unprovoked,Morning,USA,Surfing,M,42.0,N
2007.11.03,2007.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,37.0,N
2007.11.00,2007.0,Invalid,,MEXICO,diving,M,,
2007.10.29,2007.0,Unprovoked,Afternoon,USA,Floating,M,32.0,N
2007.10.15,2007.0,Unprovoked,Morning,AUSTRALIA,Surf-skiing,F,52.0,N
2007.10.13,2007.0,Unprovoked,Afternoon,AUSTRALIA,Spearfishing,M,31.0,N
2007.10.07,2007.0,Unprovoked,Night,USA,Surfing,M,22.0,N
2007.10.06,2007.0,Unprovoked,Morning,USA,Surfing,M,16.0,N
2007.09.30.c,2007.0,Unprovoked,Morning,USA,Surfing,M,,N
2007.09.30.b,2007.0,Sea Disaster,Afternoon,PHILIPPINES,,M,,Y
2007.09.30.a,2007.0,Unprovoked,Morning,NEW CALEDONIA,Swimming,F,23.0,Y
2007.09.28,2007.0,Unprovoked,Afternoon,BAHAMAS,Spearfishing,F,48.0,N
2007.09.27.b,2007.0,Unprovoked,Morning,USA,Surfing,F,,N
2007.09.27.a,2007.0,Unprovoked,Morning,EGYPT,Swimming,F,18.0,N
2007.09.22.b,2007.0,Invalid,,USA,diving,F,,
2007.09.22.a,2007.0,Unprovoked,,USA,Surfing,F,,N
2007.09.20,2007.0,Unprovoked,Afternoon,USA,Surfing,M,23.0,N
2007.09.17,2007.0,Unprovoked,Night,SOLOMON ISLANDS,Spearfishing,M,,N
2007.09.16.b,2007.0,Unprovoked,Morning,USA,,M,56.0,N
2007.09.16.a,2007.0,Unprovoked,Morning,USA,Surfing,F,,N
2007.09.13,2007.0,Unprovoked,Afternoon,USA,Snorkeling,M,14.0,N
2007.09.08,2007.0,Unprovoked,Morning,USA,Wading,F,58.0,N
2007.09.05,2007.0,Unprovoked,Afternoon,USA,Wading,F,36.0,N
2007.09.04,2007.0,Unprovoked,Afternoon,USA,Standing,M,15.0,N
2007.09.03.b,2007.0,Unprovoked,Morning,USA,Jumping,F,12.0,N
2007.09.03.a,2007.0,Unprovoked,Morning,USA,Swimming,M,58.0,N
2007.08.28.b,2007.0,Unprovoked,Afternoon,USA,boarding,M,15.0,N
2007.08.28.a,2007.0,Unprovoked,Morning,USA,Surfing,M,24.0,N
2007.08.26,2007.0,Unprovoked,Afternoon,USA,Surfing,M,54.0,N
2007.08.25,2007.0,Unprovoked,Morning,USA,Surfing,M,27.0,N
2007.08.22,2007.0,Provoked,,USA,Diving,M,,N
2007.08.20,2007.0,Provoked,Afternoon,USA,Fishing,M,,N
2007.08.19.c,2007.0,Unprovoked,Night,USA,Swimming,M,52.0,N
2007.08.19.b,2007.0,Unprovoked,Afternoon,USA,Surfing,M,16.0,N
2007.08.19.a.,2007.0,Unprovoked,Morning,USA,Playing,M,7.0,N
2007.08.15,2007.0,Unprovoked,Night,USA,Floating,M,20.0,N
2007.08.12,2007.0,Unprovoked,Afternoon,USA,Swimming,F,15.0,N
2007.08.11,2007.0,Unprovoked,Afternoon,USA,Walking,M,19.0,N
2007.08.09.b,2007.0,Unprovoked,Afternoon,USA,Swimming,M,30.0,N
2007.08.09.a,2007.0,Unprovoked,Afternoon,USA,Boarding,M,9.0,N
2007.08.07,2007.0,Unprovoked,Afternoon,USA,,F,19.0,N
2007.07.29,2007.0,Unprovoked,Afternoon,USA,Surfing,M,51.0,N
2007.07.28,2007.0,Unprovoked,Night,USA,Surfing,M,20.0,N
2007.07.22,2007.0,Unprovoked,,USA,paddling,M,,N
2007.07.21,2007.0,Boating,Morning,USA,Fishing,M,,N
2007.07.19.b,2007.0,Unprovoked,Afternoon,USA,Snorkeling,M,36.0,N
2007.07.19.a,2007.0,Unprovoked,Morning,AUSTRALIA,Wading,M,15.0,N
2007.07.18.b,2007.0,Unprovoked,Afternoon,USA,Swimming,M,14.0,N
2007.07.18.a,2007.0,Provoked,,NORWAY,diving,M,48.0,N
2007.07.17.b,2007.0,Invalid,Morning,USA,Swimming,F,43.0,
2007.07.17.a,2007.0,Unprovoked,Afternoon,USA,Wading,F,30.0,N
2007.07.10,2007.0,Unprovoked,Morning,BAHAMAS,Spearfishing,F,48.0,N
2007.07.05,2007.0,Unprovoked,Afternoon,USA,Surfing,M,18.0,N
2007.07.04,2007.0,Unprovoked,Afternoon,REUNION,boarding,M,17.0,N
2007.07.00,2007.0,Invalid,,SENEGAL,,,,
2007.06.30.b,2007.0,Provoked,,USA,Removing,M,,N
2007.06.30.a,2007.0,Unprovoked,Morning,USA,Swimming,F,,N
2007.06.25,2007.0,Unprovoked,Afternoon,USA,Surfing,M,20.0,N
2007.06.24,2007.0,Unprovoked,Morning,USA,Surfing,M,,N
2007.06.17,2007.0,Invalid,Afternoon,USA,Surfing,F,9.0,
2007.06.12,2007.0,Unprovoked,Morning,USA,Swimming,F,,N
2007.06.05,2007.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,,N
2007.05.26,2007.0,Unprovoked,Afternoon,USA,Wading,F,,N
2007.05.24,2007.0,Provoked,Morning,USA,Reviving,F,40.0,N
2007.05.17.R,2007.0,Provoked,Afternoon,ENGLAND,Fishing,M,38.0,N
2007.05.16,2007.0,Unprovoked,Afternoon,AUSTRALIA,Wading,F,38.0,N
2007.05.12,2007.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,19.0,N
2007.05.10,2007.0,Unprovoked,Afternoon,USA,Surfing,F,21.0,N
2007.05.09.R,2007.0,Unprovoked,,SEYCHELLES,Snorkeling,M,,N
2007.05.08,2007.0,Invalid,Afternoon,AUSTRALIA,Swimming,M,45.0,
2007.05.07.b,2007.0,Unprovoked,Morning,USA,Snorkeling,F,63.0,N
2007.05.07.a,2007.0,Unprovoked,Morning,USA,Swimming,M,68.0,N
2007.05.04,2007.0,Sea Disaster,  ,TURKS & CAICOS,,,,Y
2007.05.00,2007.0,Provoked,,BAHAMAS,tagging,F,20.0,N
2007.04.26,2007.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,F,13.0,N
2007.04.22,2007.0,Unprovoked,Afternoon,USA,boarding,M,12.0,N
2007.04.20,2007.0,Unprovoked,Afternoon,USA,Surfing,M,24.0,N
2007.04.13.R,2007.0,Boat,,USA,Fishing,,,N
2007.04.09,2007.0,Unprovoked,Afternoon,NEW CALEDONIA,Surfing,M,26.0,N
2007.04.01,2007.0,Unprovoked,Afternoon,USA,Playing,M,7.0,N
2007.03.31.b,2007.0,Unprovoked,Afternoon,USA,Surfing,M,27.0,N
2007.03.31.a,2007.0,Unprovoked,Afternoon,USA,,M,9.0,N
2007.03.22,2007.0,Unprovoked,Morning,YEMEN,,,,Y
2007.03.21,2007.0,Unprovoked,Afternoon,USA,Surfing,M,11.0,N
2007.03.20,2007.0,Unprovoked,Morning,AUSTRALIA,Surfing,F,42.0,N
2007.03.14.R,2007.0,Provoked,,USA,fishing,M,,N
2007.03.12,2007.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,F,59.0,N
2007.03.11,2007.0,Unprovoked,Afternoon,USA,Surfing,M,29.0,N
2007.03.05.R,2007.0,Provoked,,NEW ZEALAND,Spearfishing,M,16.0,N
2007.02.04,2007.0,Invalid,,COSTA RICA,Swimming,M,36.0,
2007.02.03,2007.0,Unprovoked,Morning,AUSTRALIA,Boarding,M,26.0,N
2007.02.00,2007.0,Unprovoked,,NEW CALEDONIA,Spearfishing,M,,N
2007.01.25.b,2007.0,Unprovoked,Afternoon,NEW CALEDONIA,Spearfishing,M,30.0,N
2007.01.25.a,2007.0,Boat,Night,USA,Shrimping,,,N
2007.01.23,2007.0,Unprovoked,Morning,AUSTRALIA,Diving,M,41.0,N
2007.01.19,2007.0,Invalid,,AUSTRALIA,Swimming,M,20.0,
2007.01.14,2007.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,24.0,Y
2007.01.09,2007.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,,N
2007.01.07,2007.0,Invalid,Afternoon,USA,Surfing,M,54.0,
2007.01.05,2007.0,Unprovoked,Morning,USA,Surfing,M,24.0,N
2006.12.18,2006.0,Unprovoked,Night,AUSTRALIA,Surfing,M,25.0,N
2006.12.11,2006.0,Unprovoked,Morning,NEW ZEALAND,Surfing,M,10.0,N
2006.12.10,2006.0,Unprovoked,Morning,USA,Surfing,M,43.0,N
2006.12.06,2006.0,Provoked,"""Evening""",SOUTH AFRICA,Fishing,M,25.0,N
2006.12.02,2006.0,Unprovoked,Morning,AUSTRALIA,boarding,M,15.0,N
2006.11.25,2006.0,Sea Disaster,Afternoon,PHILIPPINES,,,,Y
2006.11.11,2006.0,Unprovoked,Afternoon,USA,Swimming,M,29.0,N
2006.11.09,2006.0,Provoked,Afternoon,SOUTH AFRICA,Canoeing,M,,N
2006.10.31,2006.0,Unprovoked,Morning,USA,Surfing,M,22.0,N
2006.10.16,2006.0,Unprovoked,,USA,Fishing,M,15.0,N
2006.10.10,2006.0,Unprovoked,Morning,USA,Surfing,M,20.0,N
2006.10.07,2006.0,Unprovoked,,USA,Surfing,M,,N
2006.10.05,2006.0,Unprovoked,Afternoon,USA,Playing,M,18.0,N
2006.10.00.b,2006.0,Unprovoked,,BAHAMAS,diving,F,26.0,N
2006.10.00.a,2006.0,Unprovoked,,GULF OF ADEN,,,,Y
2006.09.30,2006.0,Invalid,,SOUTH AFRICA,Spearfishing,M,36.0,
2006.09.29,2006.0,Unprovoked,,USA,Surfing,M,19.0,N
2006.09.18.R,2006.0,Provoked,,USA,Diving,M,,N
2006.09.16,2006.0,Unprovoked,Morning,USA,Surfing,M,16.0,N
2006.09.14,2006.0,Unprovoked,Afternoon,USA,Swimming,M,55.0,N
2006.09.11,2006.0,Unprovoked,,USA,Surfing,M,52.0,N
2006.09.04,2006.0,Invalid,Morning,AUSTRALIA,Diving,M,44.0,
2006.09.03.b,2006.0,Unprovoked,Afternoon,BRAZIL,,M,20.0,Y
2006.09.03.a,2006.0,Unprovoked,Afternoon,USA,Standing,M,33.0,N
2006.09.02,2006.0,Unprovoked,Afternoon,USA,Swimming,M,12.0,N
2006.09.02,2006.0,Unprovoked,,SOUTH AFRICA,Surfing,M,37.0,N
2006.08.29.b,2006.0,Unprovoked,Afternoon,USA,Surfing,M,23.0,N
2006.08.29.a,2006.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,,N
2006.08.27,2006.0,Unprovoked,Afternoon,REUNION,boarding,M,27.0,N
2006.08.22.b,2006.0,Invalid,,BRAZIL,,M,17.0,
2006.08.22.a,2006.0,Invalid,,BELIZE,Spearfishing,M,34.0,
2006.08.20.b,2006.0,Sea Disaster,,ITALY,,M,,Y
2006.08.20.a,2006.0,Unprovoked,Morning,REUNION,Surfing,M,34.0,Y
2006.08.15,2006.0,Unprovoked,,SOUTH AFRICA,Surfing,M,,N
2006.08.13,2006.0,Unprovoked,Morning,SOUTH AFRICA,Lifesaving,M,24.0,N
2006.08.00.b,2006.0,Unprovoked,Afternoon,USA,Wading,F,59.0,N
2006.08.00.a,2006.0,Unprovoked,,REUNION,Spearfishing,M,,N
2006.07.31.R,2006.0,Provoked,,USA,Touching,,,N
2006.07.31.a,2006.0,Unprovoked,Afternoon,USA,Surfing,M,41.0,N
2006.07.29.b,2006.0,Invalid,Afternoon,USA,Boarding,M,,N
2006.07.29.a,2006.0,Unprovoked,,USA,Surfing,M,15.0,N
2006.07.28,2006.0,Unprovoked,Afternoon,SOUTH AFRICA,Surf-skiing,M,19.0,N
2006.07.25,2006.0,Unprovoked,Afternoon,USA,Surfing,M,14.0,N
2006.07.23,2006.0,Unprovoked,,USA,fishing,M,,N
2006.07.17.R,2006.0,Invalid,,AUSTRALIA,,,,
2006.07.17,2006.0,Unprovoked,Morning,USA,Standing,M,49.0,N
2006.07.13,2006.0,Invalid,,SPAIN,Swimming,F,7.0,
2006.07.12,2006.0,Unprovoked,Afternoon,USA,Swimming,F,21.0,N
2006.07.10,2006.0,Unprovoked,,BRAZIL,,M,,Y
2006.07.09.b,2006.0,Unprovoked,Afternoon,USA,Wading,M,40.0,N
2006.07.09.a,2006.0,Unprovoked,Afternoon,USA,Walking,M,11.0,N
2006.07.08.b,2006.0,Unprovoked,Morning,USA,boarding,F,14.0,N
2006.07.08.a,2006.0,Unprovoked,Afternoon,USA,Swimming,M,13.0,N
2006.06.30.b,2006.0,Unprovoked,,USA,Spearfishing,F,28.0,N
2006.06.30.a,2006.0,Unprovoked,,USA,Spearfishing,M,35.0,N
2006.06.27,2006.0,Unprovoked,Morning,USA,boarding,F,9.0,N
2006.06.26,2006.0,Provoked,Afternoon,USA,Fishing,M,,N
2006.06.24,2006.0,Unprovoked,Afternoon,BAHAMAS,Spearfishing,M,25.0,N
2006.06.20,2006.0,Unprovoked,Afternoon,USA,Surfing,F,22.0,N
2006.06.18,2006.0,Unprovoked,Morning,BRAZIL,boarding,M,27.0,Y
2006.06.17,2006.0,Unprovoked,Morning,USA,diving,M,43.0,N
2006.06.15,2006.0,Unprovoked,Afternoon,USA,Surfing,M,24.0,N
2006.06.07,2006.0,Unprovoked,Afternoon,USA,Playing,F,7.0,N
2006.06.05,2006.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,40.0,N
2006.05.31,2006.0,Unprovoked,Afternoon,USA,Spearfishing,M,26.0,N
2006.05.28,2006.0,Provoked,Afternoon,USA,Tagging,,,N
2006.05.27,2006.0,Unprovoked,Afternoon,USA,Surfing,M,31.0,N
2006.05.24,2006.0,Provoked,Afternoon,USA,Spearfishing,M,15.0,N
2006.05.21,2006.0,Unprovoked,Morning,BRAZIL,Surfing,M,33.0,N
2006.05.19,2006.0,Unprovoked,Afternoon,USA,diving,F,,N
2006.05.10,2006.0,Unprovoked,Afternoon,USA,,M,,N
2006.05.04,2006.0,Unprovoked,Afternoon,USA,Swimming,F,,N
2006.05.02,2006.0,Provoked,Afternoon,AUSTRALIA,Snorkeling,M,46.0,N
2006.04.23.R,2006.0,Invalid,,USA,,M,,
2006.04.21,2006.0,Unprovoked,,USA,Surfing,M,54.0,N
2006.04.19,2006.0,Unprovoked,Afternoon,USA,Standing,F,13.0,N
2006.04.13,2006.0,Provoked,Afternoon,USA,Fishing,M,35.0,N
2006.04.11,2006.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,15.0,N
2006.04.09.b,2006.0,Unprovoked,Afternoon,SOUTH AFRICA,boarding,M,15.0,N
2006.04.09.a,2006.0,Unprovoked,Afternoon,BRAZIL,Swimming,M,35.0,N
2006.04.03,2006.0,Unprovoked,Afternoon,USA,Wading,M,11.0,N
2006.03.28.R,2006.0,Unprovoked,,Sierra Leone,Fishing,M,,Y
2006.03.23,2006.0,Unprovoked,Morning,USA,Surfing,F,28.0,N
2006.03.22,2006.0,Invalid,,SOUTH AFRICA,Swimming,M,17.0,
2006.03.19,2006.0,Unprovoked,Afternoon,FIJI,Surfing,M,21.0,N
2006.03.15,2006.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,15.0,N
2006.02.27,2006.0,Unprovoked,Afternoon,USA,Standing,F,15.0,N
2006.02.23,2006.0,Invalid,Afternoon,USA,diving,M,45.0,
2006.02.13,2006.0,Unprovoked,Morning,AUSTRALIA,Wading,M,18.0,N
2006.02.12.b,2006.0,Unprovoked,,AUSTRALIA,Swimming,M,,N
2006.02.12.a,2006.0,Boating,Afternoon,AUSTRALIA,Fishing,M,,N
2006.02.08,2006.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,15.0,N
2006.02.01.b,2006.0,Unprovoked,Afternoon,TONGA,Swimming,F,24.0,Y
2006.02.01.a,2006.0,Boating,Afternoon,USA,Kayaking,M,57.0,N
2006.01.28.R,2006.0,Boating,,ATLANTIC OCEAN,Competing,M,46.0,N
2006.01.25,2006.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,34.0,N
2006.01.23,2006.0,Boating,,ATLANTIC OCEAN,Competing,F,23.0,N
2006.01.18,2006.0,Unprovoked,Night,USA,Surfing,M,,N
2006.01.15,2006.0,Unprovoked,Morning,AUSTRALIA,diving,M,52.0,N
2006.01.11,2006.0,Invalid,Morning,BAHAMAS,Diving,M,,
2006.01.07,2006.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,F,21.0,Y
2006.01.04,2006.0,Unprovoked,Afternoon,USA,Surfing,M,21.0,N
2006.01.01,2006.0,Unprovoked,,SOUTH AFRICA,Diving,M,49.0,N
2005.12.24,2005.0,Unprovoked,Afternoon,USA,Surfing,M,30.0,N
2005.12.21,2005.0,Unprovoked,Morning,USA,Swimming,M,29.0,N
2005.12.20,2005.0,Boating,Afternoon,ATLANTIC OCEAN,Competing,,,N
